created_at,user_id,topic_id,stemmed_message
2023-11-02,72,2,bab sulit paham software blender coba video tutorial teman coba otak atik ulang objek takut bingung cari asisten praktik revisi info temanteman asisten praktik buaik balik selesai bab 1 maksimal gapapa lecturer bilang harap moga kuat
2023-11-02,42,3,mgv seru asprak suka bantu tolong menolongseperti main ajar serunyaabisa kenal kating
2023-11-02,108,0,aju produk jukur bimbang virus sperma timbang pilih virus corona bentuk lucu banget hihihi
2023-11-02,108,1,bab modeling asli sulit gampang ditengahtengah lumayan uras tenaga pikir revisi report zuzur wow jadi lucu fokus ngerjain revisi asprak bilang salaah ganti oren orange situ ngehnya ganti warna teks hasil revisi langsung kirim asprak asprak geleng geleng akak lihat revisi
2023-11-02,108,2,bab 2 coloringtexturing gampang susah ajar report bab seblumnya typo tulis tulis asing dimiringin dk ngoreksi banget alhamdulillah revisi 1 kali heheheheeh
2023-11-03,60,2,materi suka rumput proses bentuk tanah atur suka asistensi milik alam senang asisten ramah
2023-11-03,56,1,suka materi materi ajar proses asistensi nya aman asprak ribet sat set suka deh materi suka jadwal mepet sakit kayak
2023-11-03,87,2,bingung awal untung nya ajar paham warna objek warna cocok contoh acu
2023-11-03,102,3,mata kuliah media grafis visual bab 3 senang judul project ambil rumit
2023-11-03,15,3,ez bos bab mudah wheheh sebelmya menang dikit ngaruh file ilanng bsimillah bintang
2023-11-03,111,0,jujur tugas kewalahan susah teman teman kali awam 3d maaf teman teman moga umur sehat
2023-11-03,56,2,alam proses asistensi asprak ramah koordinasi atur tulis prc
2023-11-03,79,4,alam seru ajar nama nama komponen baling baling helikopter erti baling baling milik komponen
2023-11-03,11,3,aplikasi alami bug seringkali gagal tampil nilai milik badge ganggu alam guna bug kembang perangkat lunak salah muncul rusak kesan positif guna aplikasi aplikasi tuju kerja didik salah tampil nilai serius ganggu produktivitas guna sebab frustrasi badge tampil sulit guna paham notifikasi tugas selesai akibat guna lewat informasi tugas selesai kembang keras identifikasi baik bug nilai tampil badge fungsi kualitas perangkat lunak kunci menjag
2023-11-03,113,1,modelling bikin menang aju judul tipe orang ajar software butuh tuntut cepat paham deadline stres gapapa suka ajar software editing tambah skil suka telmi lot susah hafalin shortcut chaos mbak asprak puool wes bantu proses revisi
2023-11-03,113,0,pilih judul sesuai mampu sih pilih ac judul pas bikin susah atas menang dikit proses bikin
2023-11-03,112,1,modeling tugas sagat paham sagat buta blender ajar blender erti
2023-11-03,75,2,tementemen coloring texturing sih mudah ya mudah mudah tahan produk pakai texturing aplikasi tekstur objek turut lumayan mudah susah cari tekstur cocok produk ku
2023-11-04,24,3,semangat bab 4 moga asprak enak nan hati moga laptop tahan bab 2 kayak laptop deh give up yuk semangat yuk laptop ku
2023-11-04,7,3,ngerjainnya santuy slow hehe proses start orang beda beda ya santuy we
2023-11-04,115,0,aju judul bingung aju judul aju judul terima alhasil pakai judul produk
2023-11-04,115,1,bab modeling jujur sulit alas utama ajar buka blender ajar mandiri teman selesai bab revisi
2023-11-04,59,2,tugas 3d mana tugas tantang sulit kerja mana noben nya lulus ips
2023-11-04,15,4,bismillah bisaawalau revisi bab sebelmya kait bab moga mudah bab lighting
2023-11-05,100,3,beri lighting lumayan mudah beri cahaya susah beri lighting lumayan suka sulit
2023-11-06,102,4,mata kuliah inovasi media grafis visual project 3d bab 4 lumayan mudah kerja
2023-11-06,61,2,materi rumit materi enjoy materi tekan guna warna tekstur senang kerja
2023-11-06,95,2,sabar sabar sabar sabar sabar sabar sabar sabar sabar sabar sabar sabar sabar sabar
2023-11-06,107,3,lighting seru gampang teliti asprak ramah bintang 5 terimakasih danish bantu
2023-11-06,19,3,asprak nya lighting lumayan mudah lumayan cepat selesai alhamdulillah lancar
2023-11-06,116,0,blender aplikasi asing mipa original ajar blender senang ngeri ngeri sedap senang ajar blender tarik blender ilmu wawas alam erti betapa hebat orangorang balik animasi 3d terap filmfilm keren sepwrti starwars dl gamegame kompleks suka paham jengkel kadang klik objek body eh klik blender sayang ctrlz maju manusia ubah pikir alam asistensi kali kesan asprak ajar mbak asprak sistem relasi tambah luas kenal orang senang ajar orangorang hebat
2023-11-06,116,1,modelling satelit butuh lumayan objek sabar susun atur kecil kadang salah klik klik sulit temanteman ajar mbak asprak senang senang temu orangorang hebat bantu proses terimakasih
2023-11-06,116,2,coloring mudah banding modelling tspi proyek bagus warna aneh coloring mudah proyek sedia skinnya google mbak asprak senang temanteman bantu ajar main kawan ilmu sungguh untung keliling orangorang tani proses
2023-11-06,115,3,bab rumit bab butuh light mnegaturnya sulit atur lighting objek
2023-11-06,13,2,suka bab coloring kerja cepat banding bab suka bab cari tekstur cocok design internet sulit cari alternatif tekstur
2023-11-06,13,3,bab kerja simple lighting cahaya ajar susah kerja tahap modelling
2023-11-06,99,3,bab susah bab bingung proses objek beribtextur gambar susah lighting objek coloring
2023-11-06,92,4,susah susah maju ambil tantang cowok seru sih ya asah mental btw terima kasih mas assistant
2023-11-06,11,4,apresiasi developer alam guna aplikasi mgv tingkat bug fix developer user temu bug alikasi mgv tombol navigasi terkadang pencet moga developer cepat tanggap user experience
2023-11-07,25,3,semangat jalan tugas inidan moga depan laptop aman 3d moga laku maksimal
2023-11-07,96,2,alhamdulillah lancar demostrasinya mbak asprak nya pol cantik pulapeh alhamdulillah pok e
2023-11-07,96,3,semangat semangat semangat yuk lighting bismillah pokok esemangat semangat semangat
2023-11-07,32,2,terimakasih mbamas asprak buaik cantik ganteng manis tugas imgv lancar
2023-11-07,1,3,daki gunung lewat lembah menggerjakan bab sampai hujung jalan validasi produk
2023-11-07,112,3,alam ajar susah bab coloring texturing bab lighting kurang medapat plus
2023-11-07,17,3,nikmat challenge revisi asprak temu asprak saransaran kritik bangun
2023-11-07,20,3,bab lighting ajar cahaya objek 4 lighting poin sun spotlight area
2023-11-07,42,4,mgv seru kritik saran adakarena temu kurang web inisejauh bagus mudah akses
2023-11-07,101,3,tahap blender benarbenar blender wadah asah tingkat skil dunia multimedia karya digital
2023-11-07,103,2,alhamdulillah bab 2 mudah moga kerja yaallah yaallah menang
2023-11-07,21,3,lighting nya sat set wat wet alhamdulilah hari langsung asprak ac moga bab amin
2023-11-07,84,3,senang ulik bab lighting 3 file konsep beda beda kendala 2 file keluar bayang colloring
2023-11-07,8,4,maaf kuis ngebugmenguntungkan sih kadang bikin bingung sok far sok good not bad kerja lighting good i wil my best for next chapter
2023-11-07,85,3,nikmat mata kuliah imgv nikmat ehehehe pengin banget ngejar bintang yaallah balap mulu woilah gapapa gapapa next time kali ya mingguminggu daya ya hng salah alas unuk lalai tugastugas coolyeah imgv mwehehe tuh kayak nya ku hadap suasana apa mak butuh someone talk eluselus pala eheheheh daya pukpuk 3d ya keluh kesah nyakebanyakan keluhin bingung ya pokok mah teh butuh orang tua ku samping aak pulkam coy
2023-11-07,58,1,jujur modeling susah ampun cari referensi asprak mesti report revisi papa
2023-11-07,41,4,kemarin validasi asprak mbak asprak alhamdulillah produk revisi tambah tambah
2023-11-07,60,3,materi ajar atur cahaya blender pelata arah cahaya tuju susah pilih arah cahaya
2023-11-07,118,2,bab suka warna ta rumit bayang pas bab asistensi mas asprak ya sih terimakasih kakak kakak love lu ful
2023-11-07,118,0,kali pengang blander pilih judul alveolus bentuk bulat bulat kayak deh judul laen heuhuhu
2023-11-07,118,1,modeling sumpa pengin nanges uangel stok suabar e kudu dituambah tuambah deh overal semaput aman mek ya yaallah yaallah
2023-11-07,118,3,maaf banget kayak nya aku teliti lighting bab pulang mudah blander ya moga depan dimudahin amin serius
2023-11-07,69,3,lighting bab mudah ajar paham jelas youtube berbedabeda dasardasar bba mudah sulit inisiatif lighting produk hasil
2023-11-07,73,3,bab 3 lighting alami sulit proses kerja suka bab 3 lighting modal tutorial youtube paham proses lighting validasi jalan lancar
2023-11-07,24,4,lewat paruh tugas imgv bab 4 moga drama menangismenangis moga mudah bab 8
2023-11-08,83,3,alhamdulillah rintang lumayan susah ajar nol paham terimakasih semangat
2023-11-08,55,3,lighting lumayan bikin pusing senang drama menang menang drama misu misu hehehe
2023-11-08,72,3,bab lighting sengaja jauhjauh deadline bilang paham bab video tutorial saran asprak point lighting produk
2023-11-08,62,3,materi materi bantu proses lighting suka segi papar mudah paham suka cepat video nya ulang
2023-11-08,76,3,bab 3 lighting alhamdulilah mudah bab 1 modelling bab 2 coloring alhamdulilah asprak
2023-11-08,89,3,materi bab 3 lighting mudah sulit materi bab lighting kerja 4 model lighting simpel light sun area
2023-11-08,24,0,awal cerita jalan imgv mari awal doa ikhtiar hasil bintang barokah
2023-11-08,96,4,bismillah semangat semangat semangat semangat semangat semangat semangat semangat semangat semangat
2023-11-08,31,2,bab coloring leptop merespon warna image harap situ servis leptop ganti ssd dl uras duit blender coloring pinjem leptop langsung project alhamdulillah bab 2 coloring jalan lancar asprak mbak hana semangat kejar bintang sungkan teman pinjam leptopnya moga depan kejar bintang leptop project jalan lancar
2023-11-08,61,3,bab sulit bab bab bab main fokus lighting produk asistensi senang bab langsung hadap lecturer bintang
2023-11-08,38,3,bab lighting bab mudah bagi nangisnangis ngerjain menang menang
2023-11-08,60,4,ajar design teks aplikasi blender sesuai bentuk bentuk lengkung materi susah susah gampang
2023-11-08,56,3,suka materi lighting kesan hidup produk suka materi lemah tangkap informasi ajar youtube alam asistensi nyaman hubung asprak asistensi baik quiz mana uji coba salah pilih sekian terimakasih
2023-11-08,70,3,bab enak buat mudah senang depan ajar hasil bagus tarik
2023-11-08,66,3,kerja imgv bab lighting laptop ganti balik kerja tugas imgv kenal blender fungsi moga kuat tamat aamiin
2023-11-08,119,3,bab 3 lighting kerja mudah tuorial sedia paham asistensi jalan demonstrasi kerja asisten praktikum lancar
2023-11-08,119,0,kerja produk 3d pilih aju judul produk pilih judul anatomi tulang rusuk syukur langsung ac terima
2023-11-08,87,3,alam aplikasi mgv ganggu input nilai terkadang kacau sesuai developer mohon meng fix bug terimakasih
2023-11-08,37,4,seruusaling senggol teman teman sehat kompetisi sehat cipta lingkung kompetisi sehat
2023-11-08,27,4,tunggu pasti asdos report banget sehatsehat ya asdos moga fast respons tau kakak sibuk semangat kak jalan hidup
2023-11-08,116,3,bab lighting senang lighting bermacammacam asprak banget temanteman bantu ajar alhamdulillah satelit bagus
2023-11-08,120,0,ajar materi sulit operasi aplikasi salah materi dewasa hilang motivasi semangat selesai tugas hilang orang dekat sakit harus opname bingung tanggal kontrak lewat percaya orang milik proses masingmasing senang ajar suka deadline nya mepetmepet sulit tools blender masuk masuk apa materi senang menang kerja
2023-11-08,82,5,buat animasi senang web nya rekap nilai lambat ac loh
2023-11-08,80,3,bab 3 mudah paham teliti posisi lighting bagianbagian objek
2023-11-08,77,4,alam paham materi labelling software blender tarik kali ajar materi barubaru video tutorial youtube
2023-11-08,54,2,bab 2 coloring sulit alhamdulillah asprak hati bantu arah warna pas
2023-11-08,54,3,bab lighting bingung atur tempat cahaya coba tata alhamdulillah ac asprak
2023-11-08,30,3,lighting lumayan gampang bab ya susah sih ya overal oke sih menang dikit
2023-11-09,4,3,asisten praktikum banget ragu ilmu kasih masuk baik produk terimakasih
2023-11-09,69,4,bab labelling mudah paham youtube paham bab labelling bantu teman bab
2023-11-09,61,4,bab laksana mudah bab bab ajar dasar blender tahap sulit
2023-11-09,61,5,bab ajar proses buat animating produk paham erti animating bab
2023-11-09,113,2,mudah modelling susah proses asistensi jalan grogi selesai slo respon mas overal syekali mas bikin jantung copot dirosting dikit ngaruh
2023-11-09,104,2,alam ajar materi susah kendala coloring lali ajar teman teman
2023-11-09,75,3,ajar imgv senang sita tidur ya pusing bab tuh cari asprak huhuhu
2023-11-09,68,3,masyallah cari asprak pas teka teki luar kepala capek untung ac huft moga bab bab lancar ya pls
2023-11-09,99,4,ya bab kali gaterlalu susah banding bab bab ya susahsusah gampang sih tutor bantu hehehe
2023-11-09,26,4,bab labelling kali kerja susahsusah gampang kali tutor youtube mudah praktek paham
2023-11-09,26,3,bab kali lighting susah susah gampang objek ditexturing gambar hasil beda objek dicoloring base color
2023-11-09,71,3,bab 3 ligthing kali kerja mudah cepat asistensi cepat demonstrasi report bab 3 kali operasi blender mudah paham bingung
2023-11-09,36,4,materi lumayan mudah lewat materi susah kakak asprak tolong bimbing nya
2023-11-09,98,3,bab 3 engga susah sih cari asprak susah asprak uda habis kuota
2023-11-09,113,3,jalan lancar mbak nya banget ramah dam mudah orang bab nya berat kayak modelling pokok berat modelling
2023-11-09,111,3,alhamdullillah ssedikit mudah lighting soalanya ajar kakak kakak hati terimakasih banayk kakak kakak heheh
2023-11-09,7,4,alam asistensi seru sih kenal kating hati sombong suka tabung hehe sehat moga tuhan mudah urus
2023-11-09,9,5,alam ajar materi tantang tarik ulik hasil animating bagus tarik
2023-11-09,5,5,alam bab animasi lumayan sulit paham animasi sulit temu konsep
2023-11-09,86,3,bab lighting proses lumayan cepat asistensi asprak tahu putar lighting
2023-11-10,59,3,lighting sulit sulit coloring texturing 3d kerja tenggat tentu
2023-11-10,113,4,bab mudah banding bab tutor yutup sedia mudah paham tahta tinggi modelling menang
2023-11-10,121,1,senang asprak nya masuk mudah ajar alami sulit bantu
2023-11-10,121,2,bingung paham uv unwrapping blender texture langsung error patah patah
2023-11-10,15,5,asli gampang bang ngejar bintang mas assistant aga susah banya challange aga susah
2023-11-11,116,4,bab 4 mudah sulit bingung objek tunjuk lebih lewat berat teks mudah demonstrasi senang temanteman bantu sulit bantu
2023-11-11,23,4,tahap labeling lumayan eazy pizy lemon squizy hehehehe banding modelling uangel alhamdulillah survive ya allah
2023-11-11,103,3,bab 3 kali mudah ya alhamdulillah proses asistensi jalan lancar alhamdulillah
2023-11-11,33,4,asprak mbak teliti asik banget kasi saransaran terima kasih deh moga depan asprak
2023-11-11,119,1,bab 1 modelling langkah kerja produk 3d bab 1 ajar paham tutorial tutorial youtube asistensi jalan lancar revisi
2023-11-11,119,2,bab 2 coloring texturing bab mudah bantu video tutorial asistensi jalan lancar demonstrasi kerja asprak
2023-11-11,31,3,kating bab 3 lighting mudah lumayan mudah sih asprak enak pinjem leptop ngerjain lighting lancar jam coba langsung demons asprak report ku kerja besok hari leptop temenku kirim asprak ac revisi moga bab bab lancar moga sehat setep sekian terima kasih
2023-11-12,120,1,materi modelling rumit makan paham namanama tools serta fungsi proses validasi jalan lancar
2023-11-12,42,5,bab animaating modelling tantang babrendering sih gantung spek laptop hehehe
2023-11-12,21,4,alhamdulilah lancar bahagia sentosa moga render ngebut ngerjain bab amin
2023-11-12,117,4,moga bab entar bab 6 habis asprak super duper mega juta duper amin 40x
2023-11-12,101,4,tahap alhamdulillah kejar paham ajar kreasi kreatif tata edit bentuk ukur warna tulis
2023-11-12,28,4,materi mudah paham media ajar bantu media mudah paham
2023-11-13,55,4,aman ya teman teman tau randeringsemangat teman teman kejar imgvtulation
2023-11-13,79,6,bab rendering latih sabar proses rendering sisi senang alam ajar senang
2023-11-13,88,5,animasi pusing banget susah banget step 3d susah sih ya ahirnya effort sih
2023-11-13,38,4,tahap jalan mudah proses kerja cari asprak proses validasi moga mudah
2023-11-13,35,4,alhamdulillah kesini bab mudah bingung letak mana posisi taruh teks
2023-11-13,80,4,bab labelling materi tutorial dapat mudah paham terap produk selesai
2023-11-14,48,4,bab 4 labelling materi mudah paham mudah praktik materi bab
2023-11-14,14,4,alhamdulillah mata kuliah mgv sok far tumbang tipes demam terimakasih asprak sulit
2023-11-14,76,4,bab 4 labelling alhamdulilah lumayan mudah sulit bab 1 modelling asprak nya sih
2023-11-14,73,4,materi bab 4 labelilling susah mudah aplikasi dalam produk suka materi bab labelling
2023-11-14,11,5,ajar materi animasi jujur lumayan nikmat kendala device blue screen
2023-11-14,122,1,bab 1 modeling alhamdulillah selesai kendala first time pakai blender syukur asprak banget ramah cantik
2023-11-14,30,4,labelling gampang ribet overal chil sih ngerjain labelling chil reportnya xixixixixixi
2023-11-14,17,4,seru sih bab katingnya ajar adikadiknya asprak temu saran kritik bangun
2023-11-14,122,0,nya drama tolak judul alhamdulillah terima produk gampang first time pakai blender bisa
2023-11-14,122,2,bab 2 texturing alhamdulillah lancar kendala cuman lambat banget 11 ngerjain tugas syukur lambat asprak cantik
2023-11-14,70,4,bab mudah semangat kerja depan semangat ajar asprak
2023-11-14,66,4,ajar materi labeling faham 3d fitur fitur blender kokoh iman istighfar
2023-11-14,65,4,dapat labeling atur sesuai objek 3 dimensi tools bab labeling
2023-11-14,72,4,bab serah laptop masalah kelimpungan pikir selesai tugas untung bantu teman tani bab didemontrasikan moga besok asprak
2023-11-15,71,4,bab 4 kali bab erti operasi blender bab masj mudah kerja cepat
2023-11-15,45,4,materi labeling kerja kendala cari asisten kendala instagram cari asprak
2023-11-15,25,5,semangat hadap imgv samappi imgvdan moga baik ppelajaran amin
2023-11-15,96,5,ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok
2023-11-15,51,3,alam ajar materi cahaya blender manfaat materi saji lengkap dalam paham konsep cahaya blender
2023-11-15,123,0,keren suka mgv keren mgv sungguh mrnyenangkan suka latih mbuat desain produk apstinya kembang skil imgv suka
2023-11-15,122,3,lighting lumayan mudah mudah cari asprak 8 syukur asprak mbak adellia cantik imut banget
2023-11-15,123,2,suka apda coloring bingung yutorial diyoutube nya beda bikin bingung malas tantang seru produk 3d
2023-11-15,123,1,bab modelling sungguh uras jam tidur deadline nya singkat bikin ketar tir untung teman siaga bantu
2023-11-15,10,5,seru ajar blender ajar temanteman kakak tingkat bantu mgv asprak banget gaenak maybe cuman revisi sih salah hehehe sok far sok good banget 1010 keren ajar 3d moga laptop kuat hehehe
2023-11-15,9,6,alam bab seru pikir produk layak produk cukup syarat syarat anjur dosen uras bab
2023-11-15,29,2,pegalaman bab coloring kesan mana usaha sesuai warna produk mana coba pasu warna cocok produk
2023-11-15,29,3,alam dalam bab sulit atur power cahaya produk coba laku cahaya pas tampil detail produk
2023-11-15,29,4,alam bab bongkar produk dalam produk sulit bab bongkar nama bab animasi
2023-11-16,124,0,aju judul alami susah tolak 3 kali dedlinenya tanggal 27 tanggal 30 judul ac sekian
2023-11-16,38,5,tahap animasi tantang biasa animasi software ajar aplikasi blender
2023-11-20,109,5,bab animating lumayan susah bab coloring lighting bab animating modelling susah tingkat sulit
2023-11-16,124,1,bab 1 milik sulit modeling sulit bantu kating suruh tutor youtube youtube butuh bantu langsung cari bantuang kating alhamdulilah selesai tenggat
2023-11-16,125,0,aju produk isi link gform isi judul produk tanggal kontrak demonstrasi report nya beli prc sesuai warna tentu offering nya alhamdulillah nya lancar ac
2023-11-16,125,1,asistensi modelling hubung kak thasya asprak bab 1 kendali nya laptop kerja bab 1 poin plus lebih tanggal kontrak jujur sedih alhamdulillah allah jalan ide sewa laptop dekat usul orang tua tuju moga semester 2 laptop repot teman latih objek 3d kerja laptop teman alhamdulillah revisi nya materi lms tutor youtube sekian terimakasih
2023-11-16,125,2,asistensi bab 2 modelling pilih hubung kak syifa asprak bab 2 asistensi nya online gmeet revisi report nya baik terimakasih kak syifa arah erti bab 2 nilai plus laptop sewa surabaya depan usaha meminimalisir lambat hindar poin plus
2023-11-16,125,3,asistensi bab 3 lighting hubung kak risti asprak nya siang kwu turun hujan alhamdulillah nya jalan lancar demonstrasi report nya terimakasih kak risti
2023-11-16,68,4,bismillah pokok moga lancar bab bab biar cepat selesai biar cepat healing
2023-11-16,68,5,bismillah bab moga mudah moga mudah teman teman desember moga pulang halang
2023-11-16,2,5,alam ajar materi ragu percaya selesai bab usaha keras selesai bab harap bab giat asistensi asprak bab
2023-11-16,98,4,bab 4 lumayan susah gampang untung asprak habis untung report ku cepat selesai hehe
2023-11-16,84,5,bab animasi ide animasi produk kendala laptop animasi laptop
2023-11-16,90,4,pujituhan lancar kerja santai asistensi lancar moga depa lancar
2023-11-16,123,3,bab mudah mudah mudah banget rasa bab mudah paham mudah sekian terimakasih
2023-11-16,22,5,ajar animasi 3d ajar kesaaran ajar sungguh ubah usaha sesuai mampu penting
2023-11-16,111,4,alhamdullilah maju sulit bantu teman teman nya cepat bantu teman sulit
2023-11-16,64,2,alam tugas milik kesan sendiri mana tugas sulit minim tutorial referensi aplikasi tantang selesai produk bab
2023-11-16,46,5,tama ucap terimakasih kakak2 kating bantu luang asprak 5 bab sayang
2023-11-16,16,5,animasi objek kendala keluh apa atur posisi kamera duh sabar
2023-11-17,116,5,suka ajar materi animating tarik objek jalan atur kamera sorot objek kali demonstrasi yeri alam harga
2023-11-17,19,5,animating mudah sulit gantung konsep animating bilang lumayan mudah paham
2023-11-17,103,4,bab 4 bab bilang mudah animasi harap moga moga kuat laptop sehat sehat ya laptop allah manusia manusia mgv
2023-11-17,86,4,proses asistensi bab labelling sulit step step rumit asprak bantu masuk
2023-11-17,41,6,animating susah sih bingung pas validasi ajar bimbing banget lecturer alhamdulillah
2023-11-18,3,5,bab animating sulit teliti tingkat sesuai keyframe mas assistant bantu
2023-11-18,113,5,materi rumit bab pusing modelling kali buka blender hafal shortcut nya teliti atur scene nya aman ya allah ya allah pas ngerjain moga revisi amin
2023-11-18,102,5,alam selesai proyek bab 5 senang asik judul produk lumayan mudah support mampu
2023-11-19,4,4,suka banget asisten praktek easy going nekoneko pelit ilmu kesini kaya suka sistem
2023-11-19,119,4,bab 4 labelling mudah sedia video tutorial lms asistensi jalan lancar demonstrasi produk
2023-11-19,11,6,baca ajar materi render eve workbench cycle blender milik kendala device pada render animasi
2023-11-20,23,5,bab 5 pusing ya wak animasi objek adobe animate blender tampil beda bingung banget workspacenya beda animasiin pas tau letak animate hehehehehehe sekian terimagaji
2023-11-20,4,5,alam kali seru sih mual ngerjain animating depan laptop hari cenut cenut alhamdulillah revisi dikit
2023-11-20,27,5,animasi seru sampaisampai otak blender semangat pokok gua mah jir
2023-11-20,35,5,m bab 5 bingung ya tau insyaallah mudah rumit atur animasi
2023-11-20,5,7,sulit bab dubbing sesuai suara putar video hasil render hasil render ukur file nya seklai 12 gb
2023-11-20,100,5,alam animation objek kurang kelemhan objek play animation objek play aplikasi blender not responding
2023-11-20,89,5,materi bab 5 susah butuh sabar minim tahu tools tools blender sulit
2023-11-20,42,6,animating rada rada susah butuh sabar mengerjakanya untung sabar hati senyum
2023-11-20,62,5,alam ajar materi paham alami bingung teman bantu proses kerja bab animating terimakasih
2023-11-20,31,4,selesai bab 4 labelling kemarin lancar ajar masuk teks panah tunjuk report kerja lancar walapun tunggu senggang leptop teman asprak banget ramah nge revisi revisi report moga bab asprak enak terimakasih mgv ajar syukur tengah ketidakbisaan moga bab 5 selesai lancar bab cepat target desember mgvtulation desember giat padat bem libur uas sekian terimakasih
2023-11-21,7,5,ajar animating wow duar duar duar gapapa deh imgv yekan semangat manusya manusya quat
2023-11-21,21,5,lumayan seru tambah ilmu cuman bingung tau shortcutshortcut nya hehehe seru banget animasi
2023-11-21,83,5,bab ful keburuburu insyaallah selesai lumayan kerja keras bab terimakasih
2023-11-21,75,4,labelling lumayan mudah ya kalo sulit cari asprak huhuhu ful lebih ajar labelling senang
2023-11-21,33,5,asprak kali banget jago maygat kalo kaya wajib solusi mbak asprak serba
2023-11-21,101,5,kira animasi tahap susah dengar desas desus teman animating mudah coba susah coba alam harga
2023-11-21,78,5,nge plus bab animation pesimis sesuai jadwal tambah projek peran tep asistensi moga ac
2023-11-21,73,5,bab 5 animating butuh juang alami sulit bingung proses animating produk
2023-11-21,71,5,bab 5 animating kali susah lanjut produk faham operasi blender tahap animating rumit selesai teliti
2023-11-21,69,5,bab animating sabar tempat kamera kunci sabar teliti semangat temanteman dikit
2023-11-21,7,6,hm imgv senang kadang drama nya asistensi ngebut jalan hujan alam lupa
2023-11-21,92,5,animating benar stres bingung ajar mana paham pakai keyframe dl terima kasih kasih tutorial
2023-11-21,92,6,rendering benar bingung laptop spefikasi kentang pakai laptop teman terima kasih tantang mas assistant tau
2023-11-21,108,6,bab laptop mbledos coba usaha duplikat file blender taruh flasdis biar kalo laptop emoet backupan heheheh
2023-11-22,99,6,bab kali sulit babbab proses rendering jalan butuh laptop panas
2023-11-22,51,7,alam dubbing lumayan mudah beda aplikasiakhirnya tahap tinggal srlangkah lagisaya bahagia lega lewat produk harinyatrimakasih dosrn kawan kawan pamit bab dubbing sih lu babay
2023-11-22,70,5,imgv is the best imgv is the best imgv is the best imgv is the best imgv is the best imgv is the best
2023-11-22,118,4,910 sih bab ku tanggal 14 asistensi tanggal 10 maghrib2 hujan eh salah hujan mkstnya niat ngejar bintang animating eh magernya kondisi minimal sesuai eh 2 parah dear moodku ayo baik please
2023-11-22,60,5,asprak susah atur fps saatdi play patahpatah takut rendering ubah
2023-11-22,68,6,bismillah moga bab 6 asprak bimbing ku sabar produk ku selesai cepat heheh
2023-11-22,72,5,bab sulit objek putar pas coba hasil putar ttapi henti coba berkalikali bab bab modelling lupa 1 step hasil bergerakmaksimal
2023-11-23,48,6,bab 6 rendering kali materi praktik mudah bab sebelumsebelumnya
2023-11-22,50,7,war is overrakhirnya titik mana selesai mumettpuji tuhan selesai tentukanini jalan babmasih tugas tugas hars selesaikantrimakasih ucap dosem cinta bpk yeryteman teman juang ajar tugas inipacar bantu sayamenghibur sudha menyerahmenyemangati sayajuga encu unpad um halang kuta mensupportdan orang tua sayayang keras beli laptop matkul initrimakasih doa doa tiada habisnyasaya syukur krpada tuhan yesus mampu selesai tuga inisekitan terimakasih babay sih u
2023-11-22,39,5,meraasa tantang dengaan animasi sanggaat agaak mudah berterimakasih asprak
2023-11-22,86,5,pad bab 5 sulit ajar sumber asistensi asprak saran saran baik
2023-11-22,14,5,over al kuat kak tasya banget terima kasih ya bab coba ambil bintang always kedluluan hadeh
2023-11-22,67,6,ya kritik menang semenjak animating hidup tenang hehehehe hua papa seru pol
2023-11-23,23,6,tahap rendering lumayan butuh effort ngerender jam 3 jam 9 weh renderan gagal ngerender alhamdulliah tinggal dubbing moga cepat porto xixixixixixixixiixixixixixixixixixi
2023-11-23,54,5,bab animating lumayan bantu tutor teman teman lali kembang model animasi saran asprak animasi asprak pol
2023-11-23,24,6,alhamdulilah selesai tinggal 2 bab sungguh terima kasih keras titik sabar jadi buku heheheheheh
2023-11-23,42,7,rendering butuh komputer nya milik spek rendah beli laptop mahal
2023-11-23,80,5,bab animating tutor animasi susah butuh sabar penuh atur kamera dsb
2023-11-23,121,5,bab pusing plts working model bingung working utnung asprak masuk
2023-11-23,114,3,ajar lighting tantang senang susah atur tempat lightingnya hasil lewat bab lighting
2023-11-23,114,5,excited bab bayang hasil produk tambah semangat cepat selesai produk 3d
2023-11-23,66,5,materi megajarkan sabar teliti usaha pantang serah moga kuat bab 8 aamiin
2023-11-23,6,6,stres animating teliti sabar penuh juang ulang salah sesuai
2023-11-23,9,8,ajar materi bab 1 bab 7 seru sharing teman salut teman teman ajak ajar alam individu senang alhamdullilah ajar tentu tulis lapor praktek uji dosen asprak
2023-11-23,63,1,bab modelling proses buat produk bab susah produk bentuk langkah rumit kali aplikasi blender
2023-11-23,63,2,bagi colloring lumayan tricky pintar pilih warna tekstur efek produk produk asli real
2023-11-23,63,3,bab lighting mudah pilih 1 4 opsi light tinggal geser atur terang cahaya sesuai situ ubah warna cahaya bab tuju produk bagus indah
2023-11-24,19,6,kalo sih keluh tunggu proses rendering laptop kuat pinjam kadang sungkan
2023-11-24,30,5,animasi kalaubga paham susah banget sih habis ajar teman engah kalo animasi gampang ribet mindahin kamera2 nya overal 810
2023-11-24,126,6,proses rendering memliki sabar luas proses rendering abar tunggu
2023-11-24,29,5,dasar alam tugas imgv bab animasi bab susah bab bab bab kreativitas indah produk kesan dalam bab kesal susah nikmat proses dalam bab
2023-11-24,126,1,bbmodelling software blender pakai software blender bantu teman bantu proses modelling
